LastIdentificationCache	Gender	NumberOfUnits	LocalityDescription	LocalityDescription_2	CollectionDay	CollectionMonth	CollectionYear	CollectionEndDay	CollectionEndMonth	CollectionEndYear	CollectionTimeSpan	CollectingMethod	EUNIS	Altitude	Value	PlotID	startdate	enddate
Dicymbium nigrum	unknown	30	DS1	DS1_1996_E2.23	25	4	1996	10	10	1996	168	Bodenfalle	E2.23	524	6	3945	25.04.1996	10.10.1996
Diplocephalus latifrons	unknown	6	DS1	DS1_1996_E2.23	25	4	1996	10	10	1996	168	Bodenfalle	E2.23	524	6	3945	25.04.1996	10.10.1996
Diplostyla concolor	unknown	1	DS1	DS1_1996_E2.23	25	4	1996	10	10	1996	168	Bodenfalle	E2.23	524	6	3945	25.04.1996	10.10.1996
Drassyllus pusillus	unknown	1	DS1	DS1_1996_E2.23	25	4	1996	10	10	1996	168	Bodenfalle	E2.23	524	6	3945	25.04.1996	10.10.1996
Enoplognatha thoracica	unknown	1	DS1	DS1_1996_E2.23	25	4	1996	10	10	1996	168	Bodenfalle	E2.23	524	6	3945	25.04.1996	10.10.1996
Erigone atra	unknown	148	DS1	DS1_1996_E2.23	25	4	1996	10	10	1996	168	Bodenfalle	E2.23	524	6	3945	25.04.1996	10.10.1996
Erigone dentipalpis	unknown	29	DS1	DS1_1996_E2.23	25	4	1996	10	10	1996	168	Bodenfalle	E2.23	524	6	3945	25.04.1996	10.10.1996
Gongylidiellum vivum	unknown	1	DS1	DS1_1996_E2.23	25	4	1996	10	10	1996	168	Bodenfalle	E2.23	524	6	3945	25.04.1996	10.10.1996
Hahnia pusilla	unknown	1	DS1	DS1_1996_E2.23	25	4	1996	10	10	1996	168	Bodenfalle	E2.23	524	6	3945	25.04.1996	10.10.1996
Haplodrassus signifer	unknown	1	DS1	DS1_1996_E2.23	25	4	1996	10	10	1996	168	Bodenfalle	E2.23	524	6	3945	25.04.1996	10.10.1996
Micaria micans	unknown	1	DS1	DS1_1996_E2.23	25	4	1996	10	10	1996	168	Bodenfalle	E2.23	524	6	3945	25.04.1996	10.10.1996
Micrargus herbigradus	unknown	1	DS1	DS1_1996_E2.23	25	4	1996	10	10	1996	168	Bodenfalle	E2.23	524	6	3945	25.04.1996	10.10.1996
Neottiura bimaculata	unknown	1	DS1	DS1_1996_E2.23	25	4	1996	10	10	1996	168	Bodenfalle	E2.23	524	6	3945	25.04.1996	10.10.1996
Pachygnatha degeeri	unknown	409	DS1	DS1_1996_E2.23	25	4	1996	10	10	1996	168	Bodenfalle	E2.23	524	6	3945	25.04.1996	10.10.1996
Palliduphantes insignis	unknown	3	DS1	DS1_1996_E2.23	25	4	1996	10	10	1996	168	Bodenfalle	E2.23	524	6	3945	25.04.1996	10.10.1996
Palliduphantes pallidus	unknown	1	DS1	DS1_1996_E2.23	25	4	1996	10	10	1996	168	Bodenfalle	E2.23	524	6	3945	25.04.1996	10.10.1996
Panamomops sulcifrons	unknown	119	DS1	DS1_1996_E2.23	25	4	1996	10	10	1996	168	Bodenfalle	E2.23	524	6	3945	25.04.1996	10.10.1996
Pardosa amentata	unknown	10	DS1	DS1_1996_E2.23	25	4	1996	10	10	1996	168	Bodenfalle	E2.23	524	6	3945	25.04.1996	10.10.1996
Pardosa palustris	unknown	869	DS1	DS1_1996_E2.23	25	4	1996	10	10	1996	168	Bodenfalle	E2.23	524	6	3945	25.04.1996	10.10.1996
Pardosa pullata	unknown	189	DS1	DS1_1996_E2.23	25	4	1996	10	10	1996	168	Bodenfalle	E2.23	524	6	3945	25.04.1996	10.10.1996
Robertus lividus	unknown	1	DS1	DS1_1996_E2.23	25	4	1996	10	10	1996	168	Bodenfalle	E2.23	524	6	3945	25.04.1996	10.10.1996
Robertus neglectus	unknown	5	DS1	DS1_1996_E2.23	25	4	1996	10	10	1996	168	Bodenfalle	E2.23	524	6	3945	25.04.1996	10.10.1996
Styloctetor compar	unknown	6	DS1	DS1_1996_E2.23	25	4	1996	10	10	1996	168	Bodenfalle	E2.23	524	6	3945	25.04.1996	10.10.1996
Tapinocyba insecta	unknown	1	DS1	DS1_1996_E2.23	25	4	1996	10	10	1996	168	Bodenfalle	E2.23	524	6	3945	25.04.1996	10.10.1996
Tenuiphantes mengei	unknown	1	DS1	DS1_1996_E2.23	25	4	1996	10	10	1996	168	Bodenfalle	E2.23	524	6	3945	25.04.1996	10.10.1996
Tenuiphantes tenuis	unknown	1	DS1	DS1_1996_E2.23	25	4	1996	10	10	1996	168	Bodenfalle	E2.23	524	6	3945	25.04.1996	10.10.1996
Tiso vagans	unknown	27	DS1	DS1_1996_E2.23	25	4	1996	10	10	1996	168	Bodenfalle	E2.23	524	6	3945	25.04.1996	10.10.1996
Trochosa terricola	unknown	27	DS1	DS1_1996_E2.23	25	4	1996	10	10	1996	168	Bodenfalle	E2.23	524	6	3945	25.04.1996	10.10.1996
Walckenaeria antica	unknown	4	DS1	DS1_1996_E2.23	25	4	1996	10	10	1996	168	Bodenfalle	E2.23	524	6	3945	25.04.1996	10.10.1996
Walckenaeria dysderoides	unknown	1	DS1	DS1_1996_E2.23	25	4	1996	10	10	1996	168	Bodenfalle	E2.23	524	6	3945	25.04.1996	10.10.1996
Walckenaeria nudipalpis	unknown	2	DS1	DS1_1996_E2.23	25	4	1996	10	10	1996	168	Bodenfalle	E2.23	524	6	3945	25.04.1996	10.10.1996
Walckenaeria vigilax	unknown	1	DS1	DS1_1996_E2.23	25	4	1996	10	10	1996	168	Bodenfalle	E2.23	524	6	3945	25.04.1996	10.10.1996
Xysticus bifasciatus	unknown	2	DS1	DS1_1996_E2.23	25	4	1996	10	10	1996	168	Bodenfalle	E2.23	524	6	3945	25.04.1996	10.10.1996
Xysticus cristatus	unknown	35	DS1	DS1_1996_E2.23	25	4	1996	10	10	1996	168	Bodenfalle	E2.23	524	6	3945	25.04.1996	10.10.1996
Agyneta rurestris	unknown	2	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Alopecosa cuneata	unknown	7	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Alopecosa pulverulenta	unknown	402	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Araeoncus humilis	unknown	1	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Asthenargus paganus	unknown	1	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Attulus zimmermanni	male	1	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Centromerita bicolor	unknown	3	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Centromerita concinna	unknown	1	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Ceratinella brevipes	unknown	3	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Collinsia inerrans	unknown	1	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Dicymbium nigrum	unknown	17	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Diplocephalus latifrons	unknown	1	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Drassodes cupreus	unknown	2	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Enoplognatha thoracica	unknown	2	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Erigone atra	unknown	2	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Microlinyphia pusilla	unknown	1	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Pachygnatha clercki	unknown	13	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Pachygnatha degeeri	unknown	1132	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Panamomops sulcifrons	unknown	40	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Pardosa amentata	unknown	2	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Pardosa palustris	unknown	196	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Pardosa pullata	unknown	548	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Piratula hygrophila	unknown	2	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Piratula uliginosa	unknown	1	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Pocadicnemis pumila	unknown	2	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Robertus lividus	unknown	1	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Robertus neglectus	unknown	1	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Styloctetor compar	unknown	30	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Tapinocyba insecta	unknown	1	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Tenuiphantes tenuis	unknown	1	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Tiso vagans	unknown	2	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Trochosa ruricola	unknown	1	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Trochosa spinipalpis	unknown	19	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Trochosa terricola	unknown	66	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Walckenaeria antica	unknown	1	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Walckenaeria atrotibialis	unknown	1	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Xysticus bifasciatus	unknown	36	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Xysticus cristatus	unknown	44	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Zelotes latreillei	unknown	1	DS2	DS2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	501	6	3878	25.04.1996	10.10.1996
Aculepeira ceropegia	unknown	1	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Agyneta decora	unknown	8	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Agyneta rurestris	unknown	1	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Alopecosa cuneata	unknown	11	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Alopecosa pulverulenta	unknown	680	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Aulonia albimana	unknown	1	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Bathyphantes gracilis	unknown	2	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Centromerita bicolor	unknown	6	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Ceratinella brevipes	unknown	16	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Clubiona reclusa	unknown	1	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Cnephalocotes obscurus	unknown	1	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Dicymbium nigrum	unknown	11	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Drassodes cupreus	unknown	1	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Drassyllus pusillus	unknown	1	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Enoplognatha thoracica	unknown	2	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Erigone atra	unknown	49	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Erigone dentipalpis	unknown	10	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Erigonella hiemalis	unknown	5	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Gongylidiellum vivum	unknown	1	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Haplodrassus signifer	unknown	1	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Micrargus herbigradus	unknown	2	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Pachygnatha clercki	unknown	3	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Pachygnatha degeeri	unknown	400	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Panamomops sulcifrons	unknown	176	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Pardosa amentata	unknown	3	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Pardosa palustris	unknown	328	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Pardosa pullata	unknown	698	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Pelecopsis parallela	unknown	2	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Philodromus collinus	unknown	1	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Piratula uliginosa	unknown	1	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Pocadicnemis pumila	unknown	4	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Porrhomma pallidum	unknown	1	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Robertus lividus	unknown	1	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Silometopus elegans	unknown	3	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Styloctetor compar	unknown	21	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Tapinocyba insecta	unknown	1	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Tenuiphantes mengei	unknown	1	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Tenuiphantes tenuis	unknown	6	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Tenuiphantes zimmermanni	unknown	1	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Tiso vagans	unknown	24	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Trochosa spinipalpis	unknown	2	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Trochosa terricola	unknown	63	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Walckenaeria antica	unknown	2	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Walckenaeria nudipalpis	unknown	9	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Xysticus bifasciatus	unknown	4	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Xysticus cristatus	unknown	26	DS3	DS3_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	504	6	3879	25.04.1996	10.10.1996
Aculepeira ceropegia	unknown	1	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Agyneta decora	unknown	2	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Agyneta rurestris	unknown	4	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Alopecosa cuneata	unknown	12	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Alopecosa pulverulenta	unknown	501	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Asagena phalerata	unknown	1	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Aulonia albimana	unknown	1	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Bathyphantes gracilis	unknown	5	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Bathyphantes parvulus	unknown	1	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Centromerita bicolor	unknown	6	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Ceratinella brevipes	unknown	14	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Ceratinella brevis	unknown	1	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Cnephalocotes obscurus	unknown	3	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Dicymbium nigrum	unknown	29	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Diplocephalus latifrons	unknown	1	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Drassyllus pusillus	unknown	3	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Enoplognatha thoracica	unknown	3	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Erigone atra	unknown	7	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Erigone dentipalpis	unknown	1	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Erigonella hiemalis	unknown	1	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Gongylidiellum vivum	unknown	2	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Haplodrassus signifer	unknown	3	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Microlinyphia pusilla	unknown	1	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Oedothorax fuscus	unknown	1	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Pachygnatha clercki	unknown	3	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Pachygnatha degeeri	unknown	557	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Panamomops sulcifrons	unknown	87	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Pardosa amentata	unknown	3	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Pardosa palustris	unknown	1141	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Pardosa pullata	unknown	332	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Pelecopsis parallela	unknown	2	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Piratula uliginosa	unknown	1	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Pocadicnemis pumila	unknown	1	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Robertus lividus	unknown	1	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Silometopus elegans	unknown	22	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Styloctetor compar	unknown	32	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Tenuiphantes tenuis	unknown	7	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Tiso vagans	unknown	29	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Trochosa terricola	unknown	47	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Walckenaeria acuminata	unknown	1	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Xysticus bifasciatus	unknown	2	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Xysticus cristatus	unknown	30	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Zelotes latreillei	unknown	1	HB1	HB1_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	508	6	3883	25.04.1996	10.10.1996
Agyneta decora	unknown	3	HB2	HB2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	493	6	3884	25.04.1996	10.10.1996
Agyneta rurestris	unknown	2	HB2	HB2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	493	6	3884	25.04.1996	10.10.1996
Alopecosa cuneata	unknown	7	HB2	HB2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	493	6	3884	25.04.1996	10.10.1996
Alopecosa pulverulenta	unknown	533	HB2	HB2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	493	6	3884	25.04.1996	10.10.1996
Bathyphantes gracilis	unknown	2	HB2	HB2_1996_E2.3	25	4	1996	10	10	1996	168	Bodenfalle	E2.3	493	6	3884	25.04.1996	10.10.1996
